aX,aY,aZ,gX,gY,gZ
-0.016,0.901,-0.895,-6.958,23.743,23.010
-0.052,0.857,-0.847,-7.019,5.249,2.563
-0.128,0.822,-0.773,-5.920,-12.634,-16.357
-0.211,0.740,-0.708,-4.456,-23.926,-27.893
-0.299,0.693,-0.641,-4.150,-25.940,-32.593
-0.359,0.653,-0.598,-3.418,-19.897,-29.724
-0.382,0.626,-0.601,-0.732,-9.949,-21.118
-0.377,0.617,-0.638,1.282,-0.305,-10.620
-0.362,0.630,-0.691,3.235,6.409,-1.587
-0.333,0.654,-0.747,4.456,9.644,5.249
-0.297,0.687,-0.788,3.967,9.888,9.949
-0.252,0.711,-0.819,2.197,9.705,12.756
-0.204,0.727,-0.836,-1.160,9.399,13.733
-0.167,0.724,-0.823,-5.676,7.690,11.902
-0.153,0.712,-0.791,-8.911,3.418,7.812
-0.150,0.693,-0.741,-11.230,-0.427,3.662
-0.166,0.676,-0.685,-12.634,-2.258,-0.183
-0.190,0.666,-0.625,-11.902,-3.113,-2.747
-0.190,0.648,-0.581,-7.812,-3.296,-3.418
-0.184,0.630,-0.573,-1.953,-2.869,-2.991
-0.182,0.620,-0.592,3.052,-1.282,-2.441
-0.193,0.615,-0.624,6.653,0.488,-2.258
-0.209,0.611,-0.655,8.484,0.977,-1.892
-0.226,0.605,-0.675,8.484,0.977,-1.160
-0.233,0.601,-0.681,6.897,2.075,0.061
-0.236,0.605,-0.672,4.700,4.028,1.831
-0.243,0.617,-0.669,2.991,6.042,3.723
-0.238,0.631,-0.680,2.502,7.263,5.371
-0.233,0.653,-0.699,2.747,7.446,5.859
-0.232,0.670,-0.718,3.967,7.324,4.822
-0.232,0.680,-0.737,5.493,5.981,3.174
-0.238,0.687,-0.749,6.470,3.906,1.465
-0.245,0.685,-0.750,7.874,1.709,-0.427
-0.256,0.683,-0.739,8.423,-0.427,-1.831
-0.260,0.675,-0.736,9.094,-1.404,-2.075
-0.267,0.674,-0.743,9.216,-1.160,-1.831
-0.277,0.668,-0.745,8.179,-0.305,-1.038
-0.284,0.666,-0.743,7.141,0.610,0.427
-0.278,0.670,-0.745,5.676,2.625,3.235
-0.266,0.670,-0.752,3.662,4.333,5.615
-0.257,0.678,-0.749,1.465,4.578,6.409
-0.249,0.685,-0.733,0.122,2.441,5.676
-0.240,0.681,-0.711,0.000,-0.305,3.967
-0.234,0.668,-0.695,0.549,-2.197,2.258
-0.236,0.667,-0.674,0.488,-2.808,1.038
-0.229,0.670,-0.654,0.854,-2.869,0.671
-0.224,0.671,-0.646,2.563,-2.686,0.793

0.226,0.216,-1.002,1.282,3.296,-0.427
0.229,0.202,-1.003,0.610,3.601,-1.099
0.232,0.186,-1.003,0.305,3.967,-1.770
0.239,0.167,-1.003,0.366,4.395,-1.831
0.249,0.141,-1.010,1.221,5.127,-1.770
0.262,0.101,-1.030,2.747,5.554,-1.831
0.277,0.054,-1.055,4.333,5.615,-1.709
0.293,0.001,-1.067,5.676,5.371,-1.465
0.307,-0.057,-1.071,6.897,5.371,-1.648
0.315,-0.119,-1.069,8.789,5.432,-3.113
0.314,-0.176,-1.064,11.658,5.005,-4.700
0.310,-0.228,-1.054,16.174,4.517,-6.287
0.311,-0.279,-1.052,22.278,4.028,-7.141
0.318,-0.319,-1.057,29.114,3.418,-6.531
0.343,-0.340,-1.062,35.095,3.418,-4.150
0.373,-0.343,-1.063,38.757,5.798,-0.366
0.404,-0.335,-1.067,40.894,9.949,3.723
0.435,-0.317,-1.071,42.969,14.282,7.812
0.464,-0.294,-1.084,44.983,18.494,10.742
0.475,-0.271,-1.112,47.607,22.278,11.353
0.471,-0.252,-1.137,50.842,24.231,10.010
0.455,-0.232,-1.158,54.199,24.292,8.118
0.444,-0.223,-1.182,57.251,24.719,6.042
0.445,-0.232,-1.211,58.472,26.794,4.944
0.450,-0.253,-1.241,58.105,30.273,3.418
0.442,-0.283,-1.273,57.251,32.837,0.549
0.418,-0.324,-1.305,57.678,31.616,-3.540
0.380,-0.394,-1.322,59.387,24.536,-8.484
0.310,-0.472,-1.304,60.425,11.230,-15.198
0.213,-0.525,-1.257,59.937,-4.150,-21.240
0.095,-0.541,-1.166,57.007,-19.409,-22.888
-0.028,-0.566,-0.994,53.040,-31.921,-17.517
-0.187,-0.514,-0.750,53.772,-39.185,-11.108
-0.322,-0.531,-0.482,64.636,-40.771,0.610
-0.449,-0.434,-0.164,76.843,-37.598,13.489
-0.606,-0.244,0.195,93.140,-33.936,26.306
-0.737,-0.006,0.532,115.601,-30.273,43.213
-0.881,0.353,0.864,134.888,-26.245,60.791
-1.028,0.799,1.179,148.743,-20.874,73.975
-1.239,1.327,1.496,161.316,-18.127,84.595
-1.500,1.912,1.767,175.903,-24.048,105.286
-1.779,2.522,1.938,197.205,-33.447,140.564
-1.918,2.955,1.792,229.248,-28.992,192.139
-1.948,3.296,1.228,255.371,2.197,255.310
-1.564,3.526,0.302,265.869,57.739,311.829
-0.686,3.460,-0.718,260.071,104.309,350.098
0.407,3.075,-1.433,240.112,102.966,349.854
1.328,2.888,-1.799,191.650,76.172,317.444
1.908,3.136,-2.044,112.549,85.693,272.034
1.889,3.166,-2.474,21.729,144.897,203.491
1.544,2.547,-2.750,-37.720,172.485,90.637
0.938,2.001,-2.370,-68.665,86.487,-28.503
0.203,1.576,-1.498,-87.097,-53.833,-125.061
-0.491,1.046,-0.580,-82.886,-143.982,-189.941
-1.009,0.569,0.071,-75.623,-148.254,-210.022
-1.271,0.176,0.332,-74.768,-80.383,-171.936
-1.297,0.000,0.283,-78.918,12.573,-98.694
-1.189,0.122,0.079,-80.200,85.449,-21.484
-0.962,0.271,-0.156,-68.726,117.188,36.011
-0.712,0.448,-0.340,-48.950,110.352,64.331
-0.499,0.603,-0.471,-30.029,80.505,66.772
-0.362,0.683,-0.556,-12.817,46.631,45.837
-0.350,0.679,-0.592,0.854,14.343,16.479
-0.414,0.643,-0.596,11.841,-12.451,-10.193
-0.495,0.601,-0.588,20.447,-30.640,-24.475
-0.542,0.604,-0.594,24.536,-35.034,-24.109
-0.517,0.602,-0.644,23.682,-24.536,-11.292
-0.450,0.644,-0.690,16.541,-4.761,10.193
-0.352,0.690,-0.739,5.127,16.479,30.396
-0.251,0.762,-0.758,-7.141,32.043,44.067
-0.197,0.816,-0.760,-12.939,36.377,49.561
-0.152,0.824,-0.748,-13.855,32.227,45.593
-0.153,0.819,-0.719,-14.160,23.560,35.156
-0.195,0.811,-0.660,-14.404,13.184,22.888
-0.235,0.788,-0.609,-12.939,4.761,12.268
-0.274,0.753,-0.578,-10.132,-1.648,4.700
-0.311,0.726,-0.555,-7.202,-6.165,0.061
-0.341,0.706,-0.536,-4.578,-7.751,-1.404
-0.363,0.700,-0.531,-2.136,-6.226,0.366
-0.374,0.707,-0.542,1.404,-2.808,4.822
-0.368,0.710,-0.588,6.042,0.916,10.742
-0.351,0.728,-0.650,9.033,3.357,16.602
-0.326,0.751,-0.701,9.888,5.127,21.118
-0.289,0.772,-0.735,8.972,5.981,24.292
-0.254,0.797,-0.758,5.798,6.470,26.001
-0.214,0.818,-0.770,0.793,7.568,26.184
-0.179,0.831,-0.756,-4.395,7.812,25.208
-0.158,0.820,-0.717,-8.545,5.676,22.644
-0.135,0.803,-0.687,-10.742,2.991,18.799
-0.125,0.776,-0.651,-13.367,0.854,13.794
-0.135,0.761,-0.604,-15.625,-1.038,8.789
-0.149,0.747,-0.538,-14.648,-2.930,4.089
-0.153,0.713,-0.501,-9.521,-4.578,1.038
-0.162,0.682,-0.507,-4.639,-5.188,-1.770
-0.184,0.661,-0.534,-1.099,-4.395,-4.211
-0.219,0.661,-0.538,0.793,-4.028,-6.226
-0.250,0.655,-0.532,4.089,-4.578,-6.897
-0.267,0.650,-0.551,8.118,-4.272,-5.066
-0.277,0.650,-0.592,9.583,-1.343,-2.686
-0.280,0.670,-0.636,7.690,3.296,0.610
-0.277,0.703,-0.658,4.272,8.057,3.540
-0.267,0.733,-0.665,2.441,9.583,5.737
-0.248,0.748,-0.677,2.869,7.935,6.592
-0.232,0.762,-0.685,3.784,5.005,5.249
-0.225,0.764,-0.695,4.089,2.808,2.441
-0.235,0.764,-0.705,4.089,0.977,-1.160
-0.253,0.764,-0.707,3.601,-0.916,-3.784
-0.277,0.758,-0.689,3.540,-3.052,-5.188
-0.282,0.741,-0.675,4.211,-4.211,-5.188
-0.281,0.731,-0.674,4.578,-3.723,-4.150
-0.271,0.724,-0.685,3.357,-1.648,-3.113
-0.271,0.724,-0.689,1.526,0.244,-2.441
-0.275,0.718,-0.682,-0.122,0.122,-2.502
-0.278,0.710,-0.672,-1.282,-0.854,-2.625
-0.280,0.700,-0.656,-2.563,-1.587,-2.441
-0.275,0.693,-0.631,-3.784,-1.343,-1.770
-0.270,0.694,-0.600,-4.272,-0.916,-0.366
-0.264,0.687,-0.581,-2.502,0.000,1.038
-0.263,0.682,-0.578,0.427,0.671,1.709
