aX,aY,aZ,gX,gY,gZ
0.252,0.107,-1.001,-1.099,-1.099,-2.686
0.251,0.095,-0.998,-0.366,-2.014,-4.150
0.253,0.082,-0.993,-0.244,-2.502,-4.639
0.252,0.074,-0.984,-0.427,-2.563,-4.333
0.258,0.067,-0.972,-0.610,-2.502,-3.479
0.265,0.060,-0.956,0.244,-2.808,-2.502
0.270,0.060,-0.953,2.808,-3.540,-1.465
0.274,0.065,-0.963,5.127,-3.845,-1.099
0.282,0.074,-0.978,6.226,-3.174,-0.427
0.287,0.086,-0.991,5.981,-2.075,0.122
0.282,0.099,-0.987,4.639,-1.648,0.122
0.281,0.106,-0.981,3.662,-1.709,-0.122
0.278,0.112,-0.979,3.296,-1.709,0.122
0.275,0.115,-0.981,3.296,-1.160,0.000
0.274,0.115,-0.994,3.357,-0.610,-0.122
0.267,0.116,-0.999,3.418,-0.305,-0.183
0.258,0.115,-1.004,2.686,-0.732,-0.671
0.257,0.122,-1.004,1.953,-1.526,-0.916
0.256,0.112,-1.008,1.160,-2.563,-0.610
0.259,0.114,-1.005,0.000,-2.991,-0.183
0.266,0.107,-0.996,-1.465,-3.174,-0.183
0.272,0.100,-0.982,-2.258,-3.418,-0.122
0.276,0.093,-0.972,-2.197,-4.272,-0.122
0.280,0.090,-0.965,-2.258,-4.272,-0.183
0.283,0.083,-0.961,-2.136,-3.479,-0.183
0.283,0.096,-0.965,-1.343,-2.991,-0.183
0.290,0.090,-0.970,0.549,-3.601,0.061
0.289,0.093,-0.976,0.977,-3.845,-0.061
0.497,-0.665,1.418,105.408,15.381,-3.662
0.497,-0.706,1.451,118.042,21.179,-2.869
0.486,-0.726,1.480,130.432,28.687,-1.953
0.479,-0.755,1.506,141.663,37.292,-2.014
0.467,-0.769,1.523,153.503,46.143,-0.549
0.451,-0.813,1.540,167.603,53.711,2.808
0.434,-0.794,1.538,182.007,60.364,5.310
0.437,-0.791,1.528,196.533,67.017,8.789
0.421,-0.760,1.501,208.740,76.538,11.841
0.409,-0.743,1.484,218.689,88.806,13.489
0.384,-0.734,1.467,228.760,100.403,12.634
0.355,-0.727,1.434,241.455,108.826,11.780
0.333,-0.703,1.384,255.920,113.464,11.963
0.300,-0.649,1.335,270.386,116.516,12.207
0.247,-0.601,1.309,284.912,117.920,10.864
0.201,-0.575,1.280,301.331,115.356,7.629
0.147,-0.560,1.227,318.359,111.877,4.944
0.083,-0.551,1.175,330.200,110.474,6.104
0.021,-0.531,1.127,336.792,111.938,13.367
-0.026,-0.499,1.075,338.562,121.216,24.902
-0.076,-0.467,1.025,335.266,138.611,38.330
-0.129,-0.425,0.988,330.872,160.400,52.612
-0.177,-0.357,0.957,329.346,177.002,67.993
-0.214,-0.279,0.920,332.642,188.477,81.604
-0.272,-0.200,0.863,336.060,203.613,91.980
-0.338,-0.078,0.770,337.952,221.741,105.408
-0.334,-0.052,0.603,339.294,240.417,120.972
-0.326,0.020,0.419,338.867,257.812,135.986
-0.297,0.037,0.248,332.886,268.677,147.644
-0.296,0.054,0.162,320.984,270.752,154.236
-0.311,0.117,0.129,313.904,259.827,157.227
-0.331,0.208,0.054,314.270,245.911,157.349
-0.324,0.261,-0.076,316.223,238.708,157.593
-0.316,0.350,-0.227,316.467,238.403,158.630
-0.356,0.465,-0.342,313.171,241.577,158.691
-0.439,0.634,-0.433,307.190,243.408,158.325
-0.532,0.855,-0.566,301.697,240.173,159.119
-0.636,1.111,-0.807,294.617,240.479,159.058
-0.784,1.372,-1.149,281.433,248.047,155.396
-0.987,1.693,-1.580,267.273,248.657,150.696
-1.210,2.061,-2.106,249.512,237.732,144.775
-1.416,2.399,-2.649,221.252,219.788,134.399
-1.471,2.556,-3.092,179.504,194.031,118.042
-1.281,2.462,-3.360,126.892,151.672,92.957
-0.907,2.076,-3.301,60.913,86.365,55.298
-0.578,1.578,-2.755,-20.081,13.000,8.240
-0.236,0.981,-2.012,-93.384,-44.006,-39.124
-0.072,0.480,-1.185,-144.836,-80.139,-81.909
0.028,-0.022,-0.461,-155.884,-98.145,-116.943
0.149,-0.458,-0.049,-124.939,-98.389,-137.634
0.230,-0.783,0.039,-74.829,-82.642,-142.822
0.225,-0.973,-0.078,-26.001,-58.594,-135.132
0.118,-1.020,-0.300,9.583,-35.278,-116.089
-0.063,-0.947,-0.534,28.931,-13.855,-86.792
-0.236,-0.802,-0.753,35.278,4.456,-48.645
-0.346,-0.616,-0.978,33.997,19.836,-6.897
-0.378,-0.384,-1.170,26.123,31.128,30.701
-0.340,-0.193,-1.320,16.602,34.302,59.021
-0.254,-0.014,-1.385,5.005,28.870,74.036
-0.143,0.136,-1.376,-4.150,15.808,76.111
-0.033,0.240,-1.323,-9.949,-0.732,69.641
0.072,0.315,-1.242,-12.329,-14.954,55.481
0.166,0.336,-1.182,-12.268,-26.367,39.368
0.259,0.310,-1.140,-12.329,-33.447,24.475
0.341,0.250,-1.085,-14.893,-37.170,12.512
0.398,0.191,-1.006,-19.409,-38.452,3.479
0.437,0.118,-0.922,-21.545,-37.842,-3.296
0.456,0.051,-0.864,-20.142,-36.743,-7.874
0.459,-0.013,-0.841,-16.296,-34.424,-11.353
0.454,-0.070,-0.836,-11.780,-30.518,-12.573
0.435,-0.121,-0.846,-6.775,-26.306,-13.123
0.399,-0.158,-0.872,-2.686,-21.484,-12.695
0.352,-0.151,-0.897,-0.793,-17.212,-11.353
0.329,-0.172,-0.945,0.244,-14.587,-8.545
0.290,-0.132,-0.940,-2.075,-10.864,-6.836
0.268,-0.152,-0.944,-3.113,-5.859,-6.104
0.252,-0.150,-0.968,-1.343,-2.747,-4.822
0.231,-0.124,-0.985,-1.526,-1.953,-3.967
0.216,-0.115,-1.001,-1.770,-1.648,-2.991
0.193,-0.095,-0.988,-2.502,-1.709,-1.831
0.180,-0.090,-0.970,-1.648,-1.587,-1.160
0.191,-0.094,-0.970,2.380,-1.221,1.099
0.210,-0.088,-0.985,3.906,0.305,4.089
0.226,-0.083,-0.998,3.479,2.197,6.531
0.224,-0.066,-0.999,2.197,3.052,8.240
0.229,-0.065,-1.000,1.038,2.625,8.667
0.218,-0.050,-1.004,-0.488,1.953,8.850
0.225,-0.047,-1.011,-0.793,2.136,8.301
0.227,-0.047,-1.009,-0.977,2.563,6.897
0.225,-0.047,-1.005,-0.183,2.563,4.700
0.227,-0.052,-1.005,1.343,1.099,1.648
0.230,-0.056,-1.007,3.235,0.061,-1.526
0.231,-0.066,-1.011,4.150,-0.854,-4.150
0.233,-0.069,-1.011,4.272,-1.038,-5.493
0.231,-0.072,-1.004,4.028,-1.953,-6.592
0.228,-0.084,-1.000,4.395,-2.747,-7.324
0.234,-0.079,-0.998,4.517,-3.662,-7.446
0.240,-0.089,-0.986,4.883,-4.150,-6.348
0.243,-0.093,-0.979,4.761,-3.540,-5.005
0.249,-0.092,-0.981,5.127,-2.869,-3.723
0.252,-0.087,-0.985,5.127,-2.502,-2.258
0.253,-0.079,-0.988,5.005,-1.526,-1.038
0.252,-0.074,-0.999,4.639,-0.610,-0.610
0.252,-0.065,-1.011,3.601,-0.122,-0.305
0.247,-0.057,-1.007,1.770,-0.122,0.122
0.251,-0.055,-0.998,0.732,0.061,0.061
0.255,-0.053,-0.990,0.854,-0.183,0.061
0.255,-0.053,-0.989,1.831,-0.671,-0.977
0.257,-0.058,-0.995,3.113,-1.343,-2.319
0.261,-0.065,-0.996,3.601,-1.648,-3.235
0.265,-0.068,-0.989,2.747,-1.648,-4.028
0.267,-0.073,-0.979,2.319,-1.709,-4.517
0.270,-0.076,-0.970,2.686,-1.587,-5.005
0.266,-0.079,-0.961,3.723,-1.465,-5.188
0.263,-0.083,-0.965,5.188,-1.099,-5.432
0.263,-0.085,-0.974,6.592,-0.122,-4.822
0.261,-0.081,-0.982,6.226,1.038,-4.150
0.256,-0.078,-0.989,5.920,1.953,-3.906
0.252,-0.075,-0.996,5.554,2.380,-3.296
